"target","Attribute1","Attribute2","Attribute3","Attribute4","Attribute5","Attribute6","Attribute7","Attribute8","Attribute9","Attribute10","Attribute11","Attribute12","Attribute13","Attribute14"
15.9,1,7,1242,55,9,17.6,662,9999,9999,162,767,27.8,40.6,2523
15.9,1,7,1762,74,9,16.5,691,9999,9999,170,765,34.1,37,2.941
15.9,1,7,989,41,9,17.8,9999,9999,9999,140,1.98,32.3,24.5,3966
15.9,1,7,989,41,9,17.8,9999,9999,9999,140,1.98,32.3,24.5,3966
15.9,1,7,1324,47,9,16.9,9999,9999,9999,145,0.94,32.6,30.8,3227
15.9,1,7,1324,47,9,18,9999,9999,9999,145,0.94,32.6,30.8,3227
15.9,1,8,1974,55,9,20.4,9999,9999,9999,162,882,24.3,38.2,2759
15.9,1,7,1324,47,9,18.6,9999,9999,9999,145,0.94,32.6,30.8,3227
16,1,7,1199,48,9,21.6,609,9999,9999,165,0.814,27.6,36.2,2968
16,1,7,1199,48,9,22,629,9999,9999,165,0.814,27.6,36.2,2968
16,1,8,1896,50,9,21.4,9999,9999,9999,161,992,18.3,38.6,2.732
16,3,7,989,41,9,21,9999,9999,9999,140,898,25.5,30,3.482
16,3,7,989,41,9,21,9999,9999,9999,140,898,25.5,30,3.482
16,1,7,993,39,9,20.1,9999,9999,9999,145,0.788,23.6,32.3,3.18
16,2,8,1995,74,9,23.4,726,9999,9999,180,1.14,13.6,41.3,2812
16,1,8,1896,66,9,20.7,688,9999,10.3,171,1.5,22,42.5,2.7
16,5,8,2874,88,10,22.5,1482,9999,9999,137,0.999,17.7,36.1,3.7
16.1,1,7,1498,55,9,18,9999,9999,9999,150,0.824,23.6,36.4,2847
16.1,3,7,1296,61,10,17.4,9999,9999,9999,145,0.98,27.6,26.2,4.7
16.1,3,7,1296,61,10,17.4,9999,9999,9999,145,0.98,27.6,26.2,4.7
16.2,1,7,1390,44,9,21.3,659,9999,10.3,155,1.78,22.7,30.6,3338
16.2,1,7,1498,59,9,18.5,9999,9999,9999,160,721,25.2,40.4,2615
16.2,1,7,1498,59,9,18.5,9999,9999,9999,160,721,25.2,40.4,2615
16.2,5,8,2953,116,10,18.8,9999,9999,9999,160,943,23.4,47.1,3.22
16.2,5,8,2953,116,10,19.6,9999,9999,9999,160,943,23.4,47.1,3.22
16.3,1,7,1390,44,9,24.1,706,9999,10.3,155,1.27,23.7,32.1,3298
16.3,1,7,1396,55,9,20.3,9999,9999,9999,162,893,22,31.8,3.328
16.4,1,7,1149,43,9,19.7,0.683,9999,9999,150,1.12,25.9,25.9,3867
16.4,1,7,998,40,9,20.9,0.651,9999,9999,150,843,29.3,29.7,3.4
16.4,1,7,998,40,9,20.9,0.651,9999,9999,150,843,29.3,29.7,3.4
16.4,1,7,998,40,9,20.9,0.651,9999,9999,150,843,29.3,29.7,3.4
16.4,1,8,1896,81,11,20.3,884,9999,9999,172,1.19,14.5,40.7,2.854
16.4,1,8,1896,81,11,20.4,831,9999,10.8,172,1.19,14.5,40.7,2.854
16.4,1,8,1896,81,11,20.5,831,9999,9999,172,1.19,14.5,40.7,2.854
16.5,1,7,1598,55,9,20.5,589,9999,9999,163,818,28.1,38.3,3.28
16.5,1,7,1598,55,9,20.1,609,9999,9999,163,818,28.1,38.3,3.28
16.5,1,7,1598,55,9,20.5,629,9999,9999,163,818,28.1,38.3,3.28
16.5,1,8,1686,44,9,21.4,0.66,9999,9999,155,973,19.6,36.2,2842
16.5,1,8,1686,44,9,22,639,9999,9999,155,973,19.6,36.2,2842
16.5,1,8,1896,47,9,21.7,679,9999,9999,156,946,20.8,38.3,2.684
16.5,1,8,1905,55,9,20.9,634,9999,9999,168,0.979,18,37.3,2.921
16.5,1,8,1870,47,9,24,617,9999,9999,160,1,17.1,35.6,2968
16.5,1,8,1870,47,9,23.6,637,9999,9999,168,1.5,17.1,35.6,2968
16.5,1,7,989,41,9,20,9999,9999,9999,140,0.81,30.3,33.6,3.17
16.5,1,7,989,41,9,20.6,9999,9999,9999,140,0.81,30.3,33.6,3.17
16.5,5,8,2664,92,10,19.3,9999,9999,9999,158,991,22.1,44.3,3
16.5,5,8,2999,117,10,18.3,9999,9999,9999,160,1.13,16.1,40.5,3388
16.6,1,8,1905,66,9,21,711,9999,9999,173,986,25.9,43.9,2613
16.7,1,8,2088,80,9,19.5,741,9999,9999,180,1.14,21.8,41.3,2.868
16.7,5,8,2664,92,10,20.4,9999,9999,9999,155,1135,17.2,37.9,3548
16.8,1,8,1716,44,9,21.9,659,9999,10.8,157,0.92,19.5,41.4,2.466
16.8,1,8,1905,55,9,21.7,623,9999,9999,168,0.98,18,37.3,2923
17,1,7,1598,55,9,19.7,0.64,9999,9999,160,0.88,23.8,35,3.28
17,1,7,1199,48,9,19.6,0.66,9999,9999,155,0.82,35.6,33.8,3.49
17,1,7,796,38,9,20.4,9999,9999,9999,144,0.933,26.4,26.1,3.7
17,1,7,796,38,9,20.4,9999,9999,9999,144,0.933,26.4,26.1,3.7
17,1,7,1598,55,9,21.1,645,9999,9999,158,792,28.1,38.3,3.28
17,5,8,2874,88,10,23.9,1482,9999,9999,137,0.999,17.7,36.1,3.7
17,1,8,1995,60,11,23.8,0.78,9999,9999,160,922,11.7,40.3,2877
17.1,3,8,2496,101,10,21.3,9999,9999,9999,157,0.717,29.9,52.1,2583
17.2,2,7,599,40,9,18,746,7,11.4,135,0.72,29.5,35.7,2.933
17.2,2,7,599,40,9,18.3,9999,7,11.4,135,0.72,29.5,35.7,2.933
17.2,1,7,1149,43,9,22,914,9999,9999,142,0.87,17.1,31.1,3.456
17.2,1,7,1984,85,11,19.6,831,9999,11.3,172,1.74,21,32,3.649
17.2,1,7,1984,85,11,19.6,831,9999,11.3,172,1.82,20.9,31.8,3.7
17.3,1,7,1361,55,9,17.8,0.65,9999,9999,160,615,41.9,47.3,2.257
17.3,1,7,1361,55,9,17.8,0.65,9999,9999,160,615,41.9,47.3,2.257
17.3,1,8,1896,50,9,23.2,706,9999,11.2,158,0.97,18.4,38.8,2.732
17.3,2,7,1597,71,11,19.8,9999,9999,9999,150,883,22.4,30.3,3.85
17.3,1,8,2903,93,11,20.2,9999,9999,9999,168,1123,16.2,41.6,2912
17.4,1,7,999,37,9,23.6,0.64,9999,10.9,151,1.9,21.4,27.7,3.6
17.4,3,7,989,41,9,21.2,9999,9999,9999,135,879,26.6,29.5,3535
17.4,3,7,989,41,9,21.2,9999,9999,9999,135,879,26.6,29.5,3535
17.4,1,8,1896,81,11,20.8,831,9999,11.9,169,971,21.8,41.9,2786
17.4,5,8,2664,92,10,20.8,9999,9999,9999,158,991,22.1,44.3,3
17.5,2,7,599,40,9,18,746,7.7,11.4,135,0.72,29.5,35.7,2.933
17.5,2,7,599,40,9,18.3,9999,7.7,11.4,135,0.72,29.5,35.7,2.933
17.5,1,7,1361,55,9,20.5,973,9999,9999,150,863,24.1,31.6,3.482
17.5,1,7,1242,44,9,20.2,9999,9999,9999,150,0.63,26.9,45.2,2.3
17.5,1,8,2151,90,11,22.3,1081,9999,9999,164,1.59,13.6,40.8,2.941
17.7,1,8,1896,50,9,23.9,9999,9999,9999,160,0.99,17.5,38.5,3.26
17.7,1,7,989,41,9,20.1,9999,9999,9999,140,1.98,32.3,24.5,3966
17.7,1,7,2461,85,11,20.9,1094,9999,12.1,164,1.8,15.1,33.7,3.59
17.7,1,7,2461,85,11,21.4,1094,9999,12.1,164,1.8,15.1,33.7,3.59
17.9,1,7,999,40,9,21.2,0.88,9999,9999,142,914,19.4,28.2,3551
17.9,1,8,1896,66,11,24.9,884,9999,9999,160,983,14.5,40.7,2.854
18,1,8,1689,44,9,24.3,0.69,6.8,11.8,152,0.817,16.5,51.7,2123
18,1,7,973,40,9,21.6,0.66,9999,9999,150,0.74,20.7,36.2,2842
18,1,7,973,40,9,22.4,639,9999,9999,150,0.74,20.7,36.2,2842
18,1,7,1199,48,9,19.6,0.66,9999,9999,155,0.82,35.6,33.8,3.49
18,1,7,973,43,9,21.9,866,9999,9999,142,894,25.9,28.4,3.6
18,1,8,1905,50,9,22,672,9999,9999,160,938,16,37.1,2937
18,1,7,899,29,9,25.3,9999,9999,9999,150,955,18.3,28.5,3.47
18.1,1,8,2461,75,11,24.1,1094,9999,11.9,157,1.79,14.7,41.6,2847
18.1,1,8,2461,75,11,24.7,1094,9999,11.9,157,1.79,14.7,41.6,2847
18.1,5,8,2765,72,10,22.9,9999,9999,9999,135,0.86,21.4,49.1,2758
18.2,1,8,2151,75,11,27.1,1081,9999,9999,155,0.974,17.7,41.9,2863
18.3,1,8,1527,40,9,22.3,619,9999,9999,158,0.886,16.9,35.7,2884
18.4,3,8,2461,75,11,25.5,1094,9999,12.1,155,1.24,10.6,35.7,3315
18.4,3,8,2461,75,11,26,1094,9999,12.1,155,1.24,10.6,35.7,3315
18.5,1,8,1905,50,9,22.2,653,9999,9999,162,0.95,16,37.1,2937
18.5,1,8,1896,50,9,25.6,0.678,9999,11.8,160,0.99,17.4,38.5,3.18
18.7,1,8,1896,47,9,23.9,643,9999,9999,152,882,14.8,43.1,2492
18.7,1,8,1527,42,9,21.4,0.651,9999,9999,146,0.81,17.3,36.4,2752
18.8,3,7,2461,85,11,22.1,1094,9999,12.5,162,1.67,15.1,33.7,3.59
18.8,3,7,2461,85,11,22.6,1094,9999,12.5,162,1.67,15.1,33.7,3.59
18.8,3,7,1296,61,10,17.5,9999,9999,9999,140,0.824,35.4,27.8,4.4
18.8,3,7,1296,61,10,17.5,9999,9999,9999,140,0.824,35.4,27.8,4.4
18.8,5,8,2999,117,10,17.4,9999,9999,9999,160,1.13,16.1,40.5,3388
18.9,2,7,599,33,9,21.8,746,7.2,11.9,135,0.72,22.1,35.7,2.933
19,1,8,2903,93,11,20.2,9999,9999,9999,167,961,25.6,48.2,2.58
19.1,1,7,954,33,9,24.4,0.582,9999,9999,149,0.814,25.3,30.5,3287
19.1,1,8,1896,81,11,20.7,884,9999,9999,169,0.98,21.6,41.6,2.794
19.1,1,8,1896,81,11,20.9,831,9999,9999,169,0.979,21.6,41.6,2792
19.1,1,7,2461,85,11,21.3,1094,9999,12.7,160,945,22.6,37.6,3.146
19.1,1,7,2461,85,11,21.8,1094,9999,12.7,160,945,22.6,37.6,3.146
19.2,1,8,1905,50,9,22.8,0.66,9999,9999,160,938,16,37.1,2937
19.3,1,8,1896,66,11,25.1,831,9999,11.9,160,983,14.5,40.7,2.854
19.3,1,8,1896,66,11,25.1,831,9999,11.9,160,983,14.5,40.7,2.854
19.3,5,8,2477,73,10,23.9,9999,9999,9999,136,1.29,12.4,33.9,3.959
19.3,5,8,2477,73,10,24.5,9999,9999,9999,136,1.2,12.5,34.2,3.959
19.4,1,7,999,37,9,23.5,9999,9999,9999,145,0.994,23.7,29.2,3.631
19.5,1,8,1870,47,9,22,914,9999,9999,145,953,18.2,33.8,3178
19.5,1,7,1297,37,9,25.2,662,9999,9999,143,0.87,18.7,35.4,2.93
19.5,1,7,1297,37,9,25.6,662,9999,9999,143,0.87,18.7,35.4,2.93
19.5,1,8,2461,75,11,24.5,1094,9999,12.9,153,1.7,19.4,40.8,2.899
19.5,1,8,2461,75,11,25.1,1094,9999,12.9,153,1.7,19.4,40.8,2.899
19.7,1,7,998,40,9,21.5,0.651,9999,9999,150,0.761,26.1,32.9,3.52
19.8,2,8,799,30,9,24.3,728,7.8,13.2,135,735,15.1,43.7,2.4
19.8,2,8,799,30,9,24.3,728,7.8,13.2,135,735,15.1,43.7,2.4
19.9,1,8,1905,51,9,23.2,973,9999,9999,142,868,15.3,35.6,3.95
20.5,5,8,1998,61,10,23.5,9999,9999,9999,124,862,15.6,36,3573
20.5,5,8,1998,61,10,24.1,9999,9999,9999,145,1.57,14.8,34.3,3573
20.6,1,8,2151,75,11,26.8,1081,9999,9999,155,1.1,12.1,40.8,2.941
20.6,2,7,2351,82,11,21.8,1151,9999,9999,155,1.21,16.7,33.7,3.6
20.6,2,7,2351,82,11,21.5,1151,9999,9999,155,1.21,16.7,33.7,3.6
20.9,1,7,997,37,9,28,0.663,9999,9999,148,1.19,19.9,29,3.646
21.3,1,8,1870,40,9,25.6,914,9999,9999,135,0.859,18.9,39.3,2733
21.5,1,8,2461,65,11,27.8,1094,9999,13.2,150,1.44,14.1,39.9,2965
21.5,1,8,2461,65,11,28.5,1094,9999,13.2,150,1.44,14.1,39.9,2965
21.5,2,8,2477,59,11,31.3,1151,9999,9999,145,1.21,14.1,36.4,3342
21.5,2,8,2477,59,11,30.8,1151,9999,9999,145,1.21,14.1,36.4,3342
21.7,1,7,1968,62,11,27.5,1094,9999,12.9,144,986,14.9,34,3486
21.7,1,7,1968,62,11,28.1,1094,9999,12.9,144,986,14.9,34,3486
21.7,5,8,2477,73,10,25.3,9999,9999,9999,136,1.29,12.4,33.9,3.959
21.7,5,8,2477,73,10,25.8,9999,9999,9999,136,1.2,12.5,34.2,3.959
22.3,2,7,2351,82,11,21.8,1151,9999,9999,142,799,23.2,39.5,3.82
22.3,2,7,2351,82,11,21.5,1151,9999,9999,142,799,23.2,39.5,3.82
24.7,1,8,2370,55,11,32.4,1094,9999,14.9,136,1.82,12.9,34,3486
24.7,1,8,2370,55,11,33.1,1094,9999,14.9,136,1.82,12.9,34,3486
28.5,1,8,1896,50,11,34.1,1094,9999,16.8,132,1.51,13.6,34,3486
28.5,1,8,1896,50,11,34.9,1094,9999,16.8,132,1.51,13.6,34,3486
31.7,2,8,2477,59,11,31.3,1151,9999,9999,135,0.811,19.6,42.7,2.854
31.7,2,8,2477,59,11,30.8,1151,9999,9999,135,0.811,19.6,42.7,2.854
